Restaurant,Location,Rating,Votes,Cost for 2,Opening Hours,Closing Hours,Cuisines,Highlights,Featured in,Known for,Favourite Food,Favourite Service,Favourite Look,Recommended Dishes
RP Sweets,Koramangala,3.1,56,300,['8 AM'],['8 PM'],Mithai,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Enigma Pub,Koramangala,3.4,5589,1400,['11 AM'],['11 PM'],North Indian,"['Home Delivery', 'Wheelchair Accessible', 'Serves Non Veg', 'Full Bar Available', 'NightlifeSmoking Area']","['Known For', 'being a reasonably priced pub with loud music.']",[],"['FoodBeer', 'TandooriChicken', 'ChilliChicken', 'ChickenNachos', 'ChickenLollipop', 'PeanutMasala']",[],['Look&FeelDecor'],[]
Black Pepper Lounge - Case de Bengaluru,Koramangala,3.4,570,1200,['11 AM'],['11 PM'],Finger Food,"['Full Bar Available', 'NightlifeOutdoor SeatingWifiSmoking Area']","['Report Error', 'Claimed listing']",[],[],[],[],[]
Axomi - Taste of Assam,Koramangala,3.7,5412,500,['1230 PM'],['11 PM'],Assamese,"['Home Delivery', 'Wifi']","['Known For', 'Authentic Assamese cuisine.']",[],"['FoodDuckCurry', 'BrinjalFry', 'ChickenCurry', 'ChickenFry', 'MuttonCurry', 'LimeSoda']",[],"['Look&FeelDecor', 'CozyPlace']",['MaasPaatotDiya']
Nutrition on Wheels,Koramangala,3.3,513,300,"['630 AM', '1230 PM', '530 PM']","['930 AM', '230 PM', '930 PM']",Healthy Food,"['Breakfast', 'Home Delivery', 'Seating Not Available', 'All Day Breakfast']","['Report Error', 'Claimed listing']",[],[],[],[],[]
Soho St.,Koramangala,4,52059,1450,"['1230 PM', '630 PM']","['330 PM', '1130 PM']",North Indian,"['Full Bar Available', 'Valet Parking AvailableBuffetSmoking AreaLive Sports Screening']","['Featured in Collection', 'Great buffets']",[],"['FoodPaneerButterMasala', 'CrabSushi', 'DimSum', 'ChilliPaneer', 'ButterNaan', 'GulabJamun']","['ServiceCourteousService', 'CourteousStaff']","['Look&FeelClassyAmbience', 'ElegantAmbience']",[]
Saal,Koramangala,3.4,516,350,['11 AM'],['11 PM'],Kashmiri,"['Delivery Only', 'Seating Not Available']","['Report Error', 'Claimed listing']",[],[],[],[],[]
BonSouth,Koramangala,4,51858,1500,"['12 No', '7 PM']","['330 PM', '11 PM']",Chettinad,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Valet Parking AvailableBuffetOutdoor SeatingWifi']","['Featured in Collections', 'Great buffets', 'Super seafood']",[],"['FoodAppam', 'SeafoodSoup', 'CoconutPayassam', 'FilterKaapi', 'GulabJamun', 'Rasagullas']","['ServiceCourteousStaff', 'CourteousService']","['Look&FeelDecor', 'LiveMusic']",[]
Candy Cake,Koramangala,NA,Not enough,500,['11 AM'],['11 PM'],Bakery,"['Home Delivery', 'Seating Not Available', 'Desserts and Bakes']","['Report Error', 'Claim this listing']",[],[],[],[],[]
New Shanthi Sagar,Koramangala,2.6,575,200,['730 AM'],['1030 PM'],South Indian,"['Breakfast', 'Vegetarian Only']","['Report Error', 'Claim this listing']",[],"['FoodMasalaDosa', 'Coffee', 'PaneerButterMasala']",[],[],[]
Jyothi Prakash,Koramangala,NA,Not enough,150,['630 AM'],['1030 PM'],South Indian,"['Breakfast', 'Vegetarian Only']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Gud Dhani,Koramangala,3.6,5541,400,"['12 No', '7 PM']","['4 PM', '11 PM']",Rajasthani,"['Home Delivery', 'Vegetarian Only', 'Smoking Area']","['Report Error', 'Claim this listing']",[],"['FoodButtermilk', 'PalakKofta', 'DahiBhindi', 'DalBati', 'Churma', 'ZeeraAloo']",[],[],[]
Cucumber Town,Koramangala,3.8,5196,600,['1230 PM'],['1130 PM'],Kerala,"['Home Delivery', 'Serves Non Veg']","['Report Error', 'Claimed listing']",[],"['FoodAppam', 'PrawnFry', 'ErachiPuttu', 'ChickenBiryani', 'EggRoast', 'MeenPollichathu']",[],[],[]
The Glass Chimney,Koramangala,2.8,537,400,"['11 AM', '7 PM']","['3 PM', '11 PM']",Chinese,['Home Delivery'],"['Report Error', 'Claimed listing']",[],[],[],[],[]
Ganesh Restaurant,Koramangala,3.1,58,300,"['9 AM', '6 PM']","['4 PM', '1030 PM']",Chinese,"['Home Delivery', 'Outdoor Seating']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Thottathil Restaurant,Koramangala,3.1,55,300,['7 AM'],['11 PM'],South Indian,"['Breakfast', 'Home Delivery']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Bamboo Heights,Koramangala,3.5,569,500,['11 AM'],['11 PM'],Chinese,['Smoking AreaOutdoor Seating'],"['Report Error', 'Claim this listing']",[],[],[],['Look&FeelDecor'],[]
Bawarchi Thadka,Koramangala,NA,Not enough,600,"['12 No', '630 PM']","['4 PM', '11 PM']",North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Chung Wah,Koramangala,3.7,5177,750,"['12 No', '7 PM']","['3 PM', '1045 PM']",Chinese,"['Home Delivery', 'Outdoor Seating']","['Report Error', 'Claimed listing']",[],"['FoodMomos', 'SatayChicken', 'ChickenFriedRice', 'ChickenDragonRoll', 'ChopSuey', 'SpringRoll']",[],[],[]
Dum Mast Biryani,Koramangala,3.5,565,400,['12 No'],['12 Mi'],North Indian,['Home Delivery'],"['Report Error', 'Claimed listing']",[],['FoodChickenKebabBiryani'],[],[],[]
Kopper Kadai,Koramangala,4.1,5985,1200,"['12 No', '7 PM']","['330 PM', '1130 PM']",North Indian,"['Home Delivery', 'BuffetValet Parking Available']","['Featured in Collection', 'Flavours of Punjab']",[],"['FoodMuttonKalmi', 'GannaChicken', 'TomatoSoup', 'VegBiryani', 'ButterChicken', 'DahiKeKebab']","['ServiceCourteousStaff', 'FriendlyStaff']",['Look&FeelDecor'],"['Mastava', 'GannaChicken', 'ChalliKolmiKebab']"
Kebab Nation,Koramangala,NA,Not enough,200,['11 AM'],['11 PM'],Turkish,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Naati Manae,Koramangala,3.5,5373,700,"['11 AM', '7 PM']","['4 PM', '11 PM']",North Indian,"['Home Delivery', 'Outdoor SeatingBuffetValet Parking Available']","['Featured in Collection', 'Brilliant biryanis']",[],"['FoodChickenChettinad', 'GunturChicken', 'MuttonChops', 'Kulcha', 'GobhiTikka', 'VegPlatter']",['ServiceCourteousStaff'],[],[]
Delhi Belli,Koramangala,3.7,567,400,['1130 AM'],['11 PM'],North Indian,"['Breakfast', 'Home Delivery']","['Report Error', 'Claimed listing']",[],"['FoodCholeBhature', 'Lassi', 'LacchaParatha', 'BhunaChicken', 'ChickenButterMasala', 'AlooParatha']",[],[],[]
Cafe Ambroisie,Koramangala,2.9,529,500,NA,NA,Cafe,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Live Sports ScreeningLive MusicWifi']","['Report Error', 'Claimed listing']",[],[],[],[],[]
The Edge Ice Creams,Koramangala,3.3,5115,200,['11 AM'],['1130 PM'],Ice Cream,"['Vegetarian Only', 'Desserts and Bakes']","['Report Error', 'Claim this listing']",[],"['FoodHotChocolateFudge', 'CakeFudge', 'ThickShake']",[],[],[]
Dash In,Koramangala,3.4,518,600,['12 No'],['1045 PM'],North Indian,"['Breakfast', 'Home Delivery']","['Report Error', 'Claimed listing']",[],[],[],[],[]
Chaya,Koramangala,NA,Not enough,500,['830 AM'],['10 PM'],Chinese,"['Breakfast', 'Home Delivery']","['Report Error', 'Claimed listing']",[],[],[],[],[]
House Of Commons,Koramangala,3.9,5424,1000,['10 AM'],['1 AM'],Continental,"['Full Bar Available', 'WifiNightlifeSmoking Area']","['Featured in Collection', 'Happy hours']",[],"['FoodChickenMalaiTikka', 'ChickenTikkaMasala', 'ChickenWings', 'Fries', 'Mojito', 'ChickenLollipop']","['ServiceCourteousStaff', 'FriendlyStaff']",[],[]
Nasta Wasta,Koramangala,NA,Not enough,200,['6 AM'],['11 PM'],North Indian,"['Breakfast', 'Wallet AcceptedWifi']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Donne Biriyani,Koramangala,2.9,57,300,"['11 AM', '7 PM']","['4 PM', '11 PM']",Andhra,"['Home Delivery', 'Outdoor Seating']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Stoner,Koramangala,4.3,51071,600,['1130 AM'],['1 AM'],Ice Cream,"['Home Delivery', 'Desserts and Bakes']","['Featured in Collections', 'Kickass burgers', 'Frozen delights']",[],"['FoodButterChickenPizza', 'BrownieShake', 'OreoIceCream', 'ChocolateOverload', 'Tiramisu', 'CreamyCheesePizza']","['ServiceCourteousStaff', 'FriendlyStaff']",[],[]
Clc.komm,Koramangala,NA,Not enough,250,['830 AM'],['930 PM'],Desserts,"['Breakfast', 'Desserts and Bakes']","['Report Error', 'Claim this listing']",[],[],[],[],[]
New Grand Restaurant,Koramangala,3,57,500,"['1130 AM', '630 PM']","['330 PM', '11 PM']",North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Rolls On Wheel,Koramangala,NA,Not enough,300,['12 No'],['1 AM'],Fast Food,['Outdoor Seating'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Mamma Royale,Koramangala,3.3,539,500,['1130 AM'],['1 AM'],Continental,['Wifi'],"['Report Error', 'Claim this listing']",[],"['FoodCharcoalChicken', 'GheeRice', 'KeralaParatha']",[],[],[]
Serafina Ristorante e Bar,Koramangala,3.9,5586,2000,['12 No'],['11 PM'],Continental,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Smoking AreaWifiValet Parking Available']","['Known For', 'Authentic Italian Cuisine']",[],"['FoodTiramisu', 'VegLasagna', 'ChickenWings', 'VirginSangria', 'ChocolateMousse', 'SpringChicken']","['ServiceCourteousStaff', 'FriendlyStaff']","['Look&FeelDecor', 'CozyPlace']","['PizzaPortofino(handStretched', 'NeapolitanStyle)', 'RavioliAllaSalvia(spinachAndRicottaStuffed)', 'HalfASpringChicken(ovenRoasted)', 'DiCocco(ourSignatureTenderCoconutCocktail)']"
Barbeque Station,Koramangala,2.5,569,600,['11 AM'],['3 AM'],North Indian,['Home Delivery'],"['Report Error', 'Claimed listing']",[],"['FoodPaneerButterMasala', 'BbqChicken']",[],[],[]
Shree Krishna Kitchen,Koramangala,NA,Not enough,200,['9 AM'],['11 PM'],Chinese,"['Breakfast', 'Home Delivery', 'Outdoor Seating']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Biryani Hotspot,Koramangala,NA,Not enough,300,['12 No'],['1030 PM'],Biryani,"['Home Delivery', 'Seating Not Available']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Anupam's Coast II Coast,Koramangala,3.9,5654,700,"['12 No', '7 PM']","['330 PM', '1130 PM']",Seafood,['Home Delivery'],"['Featured in Collection', 'Super seafood']",[],"['FoodNeerDosa', 'ChickenGheeRoast', 'PrawnGheeRoast', 'GheeRice', 'CrabGheeRoast', 'Appam']",['ServiceFriendlyStaff'],[],[]
Biryani Pot,Koramangala,2.7,512,500,['1130 AM'],['11 PM'],Biryani,"['Home Delivery', 'Seating Not Available']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Route 42,Koramangala,4,5122,1200,['1130 AM'],['1 AM'],Continental,"['Full Bar Available', 'NightlifeSmoking Area']","['Report Error', 'Claimed listing']",[],"['FoodNachos', 'PandiCurry', 'LongIslandIcedTea', 'ChickenNuggets', 'Truffle', 'JalapenoPoppers']",[],"['Look&FeelDj', 'Decor']",[]
Sathya's,Koramangala,3.6,5543,1000,['1130 AM'],['1130 PM'],North Indian,"['Full Bar Available', 'NightlifeOutdoor SeatingSmoking Area']","['Featured in Collection', 'Pocket friendly']",[],"['FoodChickenTikka', 'ChickenPunjabi', 'PaneerChilli', 'EggChilli', 'PeanutMasala', 'PepperChicken']",['ServiceFriendlyStaff'],[],[]
Goodness! Beverages,Koramangala,NA,Not enough,150,['12 No'],['10 PM'],Beverages,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Nile Garden Restaurant,Koramangala,2.5,521,400,['630 AM'],['12 Mi'],North Indian,"['Breakfast', 'Home Delivery']","['Report Error', 'Claimed listing']",[],[],[],[],[]
Mangalore Lunch Home,Koramangala,2.8,519,250,"['1130 AM', '6 PM']","['4 PM', '1130 PM']",North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Swensen's,Koramangala,4.1,5121,500,['11 AM'],['11 PM'],Ice Cream,"['Vegetarian Only', 'Desserts and Bakes']","['Report Error', 'Claimed listing']",[],"['FoodBrownie', 'Waffles', 'IceCreamSundae', 'Fudge']",[],[],[]
Arabian Mehek,Koramangala,3.1,512,450,['11 AM'],['11 PM'],North Indian,"['Breakfast', 'Home Delivery', 'Serves Non Veg']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Art of Delight,Koramangala,4.3,581,350,['12 No'],['1130 PM'],Ice Cream,"['Home Delivery', 'WifiDesserts and Bakes']","['Report Error', 'Claimed listing']",[],"['FoodBlueberryCheesecake', 'Tiramisu', 'Waffles', 'LavaCake', 'StrawberrySorbet']",[],[],[]
Chowk Tea Stall,Koramangala,3,57,200,['8 AM'],['9 PM'],Street Food,[],[],[],[],[],[],[]
Anshu's Tandoori Express,Koramangala,NA,Not enough,600,"['11 AM', '530 PM']","['345 PM', '1030 PM']",North Indian,['Home Delivery'],"['Report Error', 'Claimed listing']",[],[],[],[],[]
Chung Shan Chinese & Momos Restaurant,Koramangala,3.2,519,400,['12 No'],['11 PM'],Chinese,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Nagarjuna,Koramangala,4.1,51543,800,"['12 No', '7 PM']","['330 PM', '11 PM']",Andhra,"['Home Delivery', 'Valet Parking Available']","['Featured in Collection', 'Brilliant biryanis']","['Theirspicy', 'ohsotasty']","['FoodChickenBiryani', 'AndhraMeal', 'AndhraThali', 'AndhraBiryani', 'MuttonBiryani', 'LemonChicken']","['ServiceCourteousStaff', 'CourteousService']","['Look&FeelLovelyAmbience', 'Decor']",[]
Mangala Hotel,Koramangala,2.9,562,250,['8 AM'],['11 PM'],Kerala,['Breakfast'],"['Report Error', 'Claim this listing']",[],"['FoodAppam', 'ChickenBiryani', 'KeralaParatha']",[],[],[]
Districts of Cuisine,Koramangala,NA,Not enough,700,"['1230 PM', '7 PM']","['4 PM', '11 PM']",North Indian,"['Delivery Only', 'Seating Not Available']","['Report Error', 'Claim this listing']",[],[],[],[],[]
North Indian Rasoi,Koramangala,NA,Not enough,500,['9 AM'],['6 PM'],North Indian,"['Home Delivery', 'Seating Not Available', 'Vegetarian Only']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Kick Out the Jams,Koramangala,3.9,5245,350,['8 PM'],['2 AM'],Burger,"['Home Delivery', 'Seating Not Available', 'Serves Non Veg']","['Featured in Collections', 'Kickass burgers', 'Just delivery']",[],"['FoodCheesecake', 'BaconBurger', 'Truffle', 'PorkBurger', 'ChickenBurger', 'WhiteSaucePasta']",[],[],['TheHabit']
Rice and Rolls,Koramangala,2.5,542,400,['12 No'],['11 PM'],North Indian,"['Home Delivery', 'Table booking not available', 'Outdoor Seating']","['Report Error', 'Claimed listing']",[],['FoodShawarmaRoll'],[],[],[]
Al Hayath Ambur Biryani,Koramangala,3,55,150,['11 AM'],['11 PM'],Biryani,[],[],[],[],[],[],[]
MK Dabbawala,Koramangala,NA,Not enough,300,['12 No'],['1030 PM'],North Indian,"['Delivery Only', 'Seating Not Available', 'Slot Based DeliveryVariable Menu']","['Report Error', 'Claimed listing']",[],[],[],[],[]
Royal Treat,Koramangala,3.7,5225,400,"['1130 AM', '7 PM']","['330 PM', '10 PM']",North Indian,['Home Delivery'],"['Featured in Collection', 'Brilliant biryanis']",[],"['FoodButterChicken', 'MuttonBiryani', 'TandooriChicken', 'KadhaiChicken', 'ChickenKebab', 'ChickenTikkaMasala']",[],[],[]
Food At Night,Koramangala,3,56,450,['10 PM'],['4 AM'],North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Umerkot,Koramangala,3.4,5464,1000,"['12 No', '7 PM']","['3 PM', '1130 PM']",North Indian,"['Home Delivery', 'Full Bar Available', 'Live Sports ScreeningBuffetLive MusicValet Parking Available']","['Report Error', 'Claimed listing']",[],"['FoodLunchBuffet', 'DalMakhani', 'PaneerLababdar', 'ButterNaan', 'BhunaMurghSircaPyaz', 'GarlicNaan']",[],[],[]
Basava Hotel,Koramangala,NA,Not enough,300,"['11 AM', '5 PM']","['3 PM', '1030 PM']",South Indian,[],[],[],[],[],[],[]
Rajasthan Sweets,Koramangala,3.1,54,300,['11 AM'],['11 PM'],Mithai,"['Vegetarian Only', 'Desserts and BakesFree Parking']","['Report Error', 'Claimed listing']",[],[],[],[],[]
Tobey,Koramangala,3.5,518,600,['8 AM'],['11 PM'],Continental,"['Breakfast', 'Home Delivery', 'All Day BreakfastKid FriendlyWifiVegan OptionsPet Friendly']","['Report Error', 'Claimed listing']",[],[],[],[],[]
Sak's,Koramangala,NA,Not enough,400,['12 No'],['4 AM'],North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Makkani Cafe & Restaurant,Koramangala,NA,Not enough,300,['730 AM'],['830 PM'],North Indian,[],[],[],[],[],[],[]
New Mathrusree Sagar,Koramangala,NA,Not enough,300,['6 AM'],['10 PM'],South Indian,['Breakfast'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
R.K Biryani & Chinese Fast Food,Koramangala,NA,Not enough,200,['12 No'],['1130 PM'],Biryani,[],[],[],[],[],[],[]
Kaveri Fast Food,Koramangala,3,54,100,['7 AM'],['11 PM'],Fast Food,['Breakfast'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Happy Brew,Koramangala,3.4,51607,1000,['11 AM'],['11 PM'],Continental,"['Home Delivery', 'Wine and Beer', 'Outdoor SeatingSmoking AreaWifiNightlifeLive MusicValet Parking Available']","['Known For', 'Their Karaoke nights']",[],"['FoodBeer', 'BarbecueChickenWings', 'JalapenoCheeseballs', 'Nachos', 'JalapenoCheeseBites', 'Shisha']",['ServiceFriendlyStaff'],"['Look&FeelClassyAmbience', 'KaraokeNight']",[]
Shivam North Indian Hotel,Koramangala,NA,Not enough,200,['7 AM'],['10 PM'],North Indian,[],[],[],[],[],[],[]
Gangothri Veg Restaurant,Koramangala,NA,Not enough,300,['7 AM'],['11 PM'],North Indian,['Breakfast'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Mars Chicken Delight,Koramangala,3.4,583,400,"['12 No', '7 PM']","['3 PM', '1030 PM']",North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],"['FoodTandooriChicken', 'ButterChicken', 'PudinaChicken', 'KalmiKebab', 'ChickenDelight', 'ChickenBiryani']",[],[],[]
The Taste Buds,Koramangala,NA,Not enough,300,['12 No'],['10 PM'],Biryani,[],[],[],[],[],[],[]
Cool Point,Koramangala,3,55,100,['9 AM'],['9 PM'],Juices,['Vegetarian Only'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Desi Firangii,Koramangala,3.7,591,500,['7 PM'],['3 AM'],Continental,['Home Delivery'],"['Report Error', 'Claimed listing']",[],['FoodButterNaan'],['ServiceFriendlyStaff'],[],[]
Make My Meal,Koramangala,NA,Not enough,500,['12 No'],['11 PM'],Mughlai,"['Delivery Only', 'Seating Not Available']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Sanchari,Koramangala,2.9,55,500,['8 AM'],['11 PM'],South Indian,['Breakfast'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Friends Euro Fast Food,Koramangala,3.5,5434,600,['11 AM'],['11 PM'],Continental,['Home Delivery'],"['Report Error', 'Claimed listing']",[],"['FoodChickenLasagne', 'ChickenCasserole', 'BeefSteak', 'MashedPotato', 'ChickenBalls', 'ChickenStroganoff']",[],[],[]
Baskin Robbins,Koramangala,3.3,562,300,['10 AM'],['2 AM'],Ice Cream,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']","['Report Error', 'Claim this listing']",[],[],[],[],[]
New Punjabi Hotel,Koramangala,NA,Not enough,400,['11 AM'],['1030 PM'],North Indian,[],[],[],[],[],[],[]
Pyra Cafe Lounge,Koramangala,3.7,5104,700,['10 AM'],['12 Mi'],Cafe,"['Breakfast', 'Home Delivery', 'Outdoor SeatingSmoking Area']","['Featured in Collection', 'Sheesha lounges']",[],['FoodShisha'],[],"['Look&FeelDecor', 'ShishaLounge']",[]
Pingara,Koramangala,3,572,500,['11 AM'],['1130 PM'],Seafood,"['Home Delivery', 'Full Bar Available', 'Smoking AreaWifi']","['Report Error', 'Claimed listing']",[],"['FoodBeer', 'MuttonPepperFry', 'ChickenSukha', 'NeerDosa']",[],[],[]
TOKI Taco House,Koramangala,3.7,523,200,['12 No'],['11 PM'],Mexican,['Valet Parking AvailableWallet AcceptedLive MusicOutdoor Seating'],"['Report Error', 'Claimed listing']",[],[],[],[],[]
New Pingara Grand,Koramangala,3,56,800,['11 AM'],['11 PM'],North Indian,"['Home Delivery', 'Full Bar Available', 'Smoking Area']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Momoz,Koramangala,3.6,5473,450,['11 AM'],['11 PM'],Chinese,['Home Delivery'],"['Report Error', 'Claimed listing']",[],"['FoodThukpa', 'ChickenCheeseFriedMomos', 'SchezwanChickenNoodle', 'ChickenManchowSoup', 'HongKongChicken', 'DragonChopSuey']",[],[],"['ThaiFish', 'ThaiNoodles/rice/gravy', 'PepperPaneerOnionDry']"
The Pied Piper,Koramangala,4.2,5190,400,NA,NA,Cafe,"['Home Delivery', 'Table booking not available', 'Outdoor SeatingSmoking Area']","['Report Error', 'Claimed listing']",[],"['FoodBrownie', 'HotChocolate', 'Pancakes', 'KiwiLemonade', 'BananaShake', 'Fries']",['ServiceFriendlyStaff'],"['Look&FeelOutdoorSeating', 'CozyPlace']","['Brownie', 'HotChocolate', 'Marty', 'Must-a-chicken']"
Gali Gali,Koramangala,3.1,55,400,['10 AM'],['1030 PM'],North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Krishna Sagar,Koramangala,3.4,528,250,['7 AM'],['11 PM'],South Indian,"['Breakfast', 'Vegetarian Only']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Hotspot,Koramangala,3.1,56,250,['1230 PM'],['1130 PM'],North Indian,['Home Delivery'],"['Report Error', 'Claimed listing']",[],[],[],[],[]
Vitamin Palace,Koramangala,3.8,542,650,['11 AM'],['11 PM'],Cafe,[],[],[],"['FoodFaluda', 'Coffee']",[],[],[]
Kulfi & More,Koramangala,3,54,100,['12 No'],['11 PM'],Ice Cream,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']","['Report Error', 'Claim this listing']",[],[],[],[],[]
Le Charcoal,Koramangala,3.8,5502,700,['12 No'],['12 Mi'],Arabian,"['Home Delivery', 'Outdoor Seating']","['Report Error', 'Claimed listing']",[],"['FoodChickenShawarama', 'AppleJuice', 'Shawarma', 'KadhaiPaneer', 'ChickenLollipop', 'AlFahamChicken']",[],[],[]
Ande Ka Funda,Koramangala,NA,Not enough,200,['11 AM'],['11 PM'],North Indian,['Home Delivery'],"['Report Error', 'Claim this listing']",[],[],[],[],[]
Cafe Terra,Koramangala,3.6,5575,650,['8 AM'],['10 PM'],Cafe,"['Breakfast', 'Home Delivery']","['Featured in Collection', 'Great breakfasts']",[],"['FoodWaffles', 'EnglishBreakfast', 'Omelette', 'GingerChai', 'Coffee', 'Hashbrown']",['ServiceWeekendBrunch'],"['Look&FeelCosyAmbience', 'CozyPlace']",[]
